"product_handle","product_id","rating","author","body","created_at","photo_url","verified_purchase","reply","replied_at"
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Sophie J.","Love it. One of the best upgrades I have made to my home office.","2026-07-14","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Alexandra H.","I absolutely love this chair. It is comfortable, stylish, and fits perfectly in my home office. The modern design looks great without making the room feel like a gaming setup. The padded seat is soft and supportive, while the mesh back keeps things breathable during long workdays. Assembly was also very straightforward. Excellent quality for the price.","2026-07-13","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Savannah E.","Easy to build and comfortable. Took me less time than expected to put everything together.","2026-07-12","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/c96ba193-0139-40b9-a241-73cb1da426da.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Colton B.","Great office chair. The clean and modern design looks great in my home office, and the flip-up armrests are probably my favorite feature. I have a smaller workspace, so being able to raise the arms and slide the chair under my desk saves a surprising amount of room. It is comfortable for a full day of work and makes my office feel much less crowded.","2026-07-11","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Vincent O.","Very comfortable, looks just like the pictures, and was easy to assemble. Everything feels sturdy and well made.","2026-07-11","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Penelope C.","I am very satisfied with this office chair. It was easy to assemble, feels sturdy, and stays comfortable even after several hours of use. The mesh back provides good ventilation while the padded seat has a nice amount of cushioning. It also looks great with my workspace.","2026-07-10","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/814c9bd7-8821-4f84-bbd1-112132a125e5.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Elias R.","Comfy, sturdy, and easy to assemble. Exactly what I wanted for my home office.","2026-07-10","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/aa8b163f-6574-4c80-abc9-859a077bf606.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Mila K.","A really good choice for a home office. I have been using this chair every day and the padded seat has been especially comfortable during longer work sessions. The mesh back provides good airflow and the lumbar support helps me maintain a comfortable sitting position throughout the day.","2026-07-09","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/2cab686d-f6ea-4e61-a9a1-4d6ac467cc76.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/589d7272-f5d1-490c-8e3d-2052448fc34f.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Connor R.","Very comfortable chair and excellent customer service. I had a question after receiving it and the Sihoo team was quick and helpful. Great experience overall.","2026-07-09","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/1263ff48-906e-43ff-96bd-8d7fab17465b.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b4d78cc0-c5d2-4dfa-bf67-ce98bbf281c2.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Caiden F.","Love the chair. Comfortable from the first day.","2026-07-09","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/862aade4-fddf-4c76-b1a4-b6a8689bdc6c.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Leonardo P.","Solid chair. Feels stable and well made.","2026-07-09","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/92b12bc9-4850-4236-aa3f-aa7562d1a494.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Bryson B.","Such a great chair. Very comfortable.","2026-07-09","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Ariana J.","I had been looking for a comfortable work chair for a while and I am really happy with this one. Assembly was simple and it felt comfortable from the first day. I especially like having a cushioned seat with a breathable mesh back. It gives me the comfort of a traditional office chair without feeling hot after several hours.","2026-07-09","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Aaliyah S.","Very durable and easy to move around. It arrived on time and assembly was simple.","2026-07-09","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/0ba4fe45-19ac-48e8-92ae-af660e833b72.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Karter H.","The chair looks great and is extremely comfortable. The seat cushion is probably my favorite part because I prefer a softer seat for long workdays. Very happy with my purchase.","2026-07-08","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Gage W.","I have had this chair for a few weeks now and really like it. Assembly was straightforward and it has turned out to be a great everyday office chair. The lumbar support is especially nice during long meetings and work sessions.","2026-07-08","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Alice P.","Great quality and excellent comfort. Highly recommend.","2026-07-07","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Colton L.","This chair was easy to assemble and feels very sturdy. The mesh back is breathable, the padded seat is comfortable, and the back support works well during long hours at my desk. The wheels also roll smoothly around my office. Great value for a home office chair.","2026-07-06","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Alyssa P.","This chair has made my workday much more comfortable. The seat cushion feels soft enough to relax on while still giving me good support. The lumbar area also feels much better supported than it did in my previous chair. Customer service was excellent when I contacted them with a question.","2026-07-05","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Declan P.","Good chair. Nice and comfortable to sit on. No problems so far.","2026-07-05","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Ivy H.","Great product. Huge upgrade from my old desk chair.","2026-07-03","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/d19ebe50-63f9-431d-a85f-004f891c88ca.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","3","Clara S.","The chair feels sturdy and the mesh back is nice and breathable. The padded seat is comfortable for regular desk work, and assembly was fairly straightforward. For me, the lumbar support feels a little more noticeable than I prefer, especially after sitting for several hours. I was able to find a better position after making some adjustments, but I still think the fit will depend on your body type. Overall, it is a decent chair for the price, just not the perfect fit for me.","2026-07-01","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","3","Sadie S.","I work from home most days and can easily spend eight hours at my desk. This chair has made those long days much more comfortable. The back support feels great and the breathable mesh is a huge improvement over my old padded chair.However, it was still out of my budget.","2026-06-30","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/e372d887-4dda-426f-b159-836c6ad43fc9.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/727d5908-a644-41dc-80a7-e8f17509fd5f.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Jason W.","Comfortable and supportive. Exactly what I needed for my home office.","2026-06-27","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/cfff0970-0aeb-44cf-8947-a61673aa560b.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/97b73cd8-21e6-4d26-bd22-aa0c4d3cac9c.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Stella G.","Very good chair and absolutely worth the money. It feels sturdy, comfortable, and supportive. Excellent value for an ergonomic office chair. Highly recommend it.","2026-06-27","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/29f0a7eb-8c07-489c-91c9-00cf71ab50c2.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Ruby B.","Fast delivery and everything arrived in great condition. The chair matches the description and photos perfectly.","2026-06-26","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b98cc540-ef4a-4412-bb6b-68ec95c3ef69.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Riley H.","Easy to assemble and very good value for the money. Comfortable enough for a full workday.","2026-06-26","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/47431e82-8047-43f6-891e-26adeb74e091.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Mila D.","Looks exactly like the photos. Good workmanship, clean design, and everything was packaged really well. Very happy with the purchase.","2026-06-26","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/07a045d7-ec64-4bf7-b866-8fcdfecfee81.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Maverick S.","Very nice chair. Comfortable from day one and feels really well made.","2026-06-26","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Alex B.","Very nice chair. Comfortable, supportive, and looks great in my office.","2026-06-26","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/4daa1fdc-ed15-4305-a894-0678a1a5343f.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/df8c5a82-7374-448f-9ce8-78425aa266fb.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Jose M.","Great chair and great customer service. The chair itself is comfortable and provides very good back support. Sihoo support was also quick and helpful when I had a question about the product.","2026-06-25","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/c8fdb937-082e-40e1-b6f6-04e6677404e0.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Katherine A.","I have been spending more time working from home lately and wanted something more supportive than my old desk chair. The B100-SE has been a great upgrade. The padded seat is comfortable for long work sessions and the mesh back keeps things from getting too warm. I also really like the lumbar support because it stays supportive as I change positions throughout the day. Great chair for everyday desk work.","2026-06-25","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/623a5bc8-283c-48a9-94ea-f9bf7e62b368.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Natalie P.","This is one of the nicest office chairs I have owned. It looks clean and modern, feels solid once assembled, and fits perfectly in my home office. Very happy with the purchase.","2026-06-25","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a03bf054-123e-4211-b938-3a96a3f079b4.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Clara K.","I have been using this chair every day for a while now and I am really impressed with the overall quality. It feels sturdy and well built, and the breathable mesh keeps me comfortable during long workdays. The lumbar support feels natural against my lower back and helps me stay supported without constantly adjusting my position. Overall, it has made my home office setup much more comfortable.","2026-06-24","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b9136883-8c08-4a12-b3be-c1bebce97d75.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Hunter W.","Solid build and very comfortable. I am around 6 feet and 220 lbs and the chair feels stable and supportive. The padded seat gives me plenty of room and the lumbar support feels natural against my lower back. Very happy with the fit.","2026-06-24","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/2051b435-6511-44b9-bbbe-9561744a17f3.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Ella C.","The lumbar support is probably my favorite part of this chair. It supports my lower back throughout the day and makes long hours at my desk much more comfortable. After working from home for years, this is easily one of the better office chairs I have owned.","2026-06-23","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/0036f71f-34c5-4c68-bbab-a12e94e0a6f0.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Alice W.","The lumbar support on this chair is excellent. It supports my lower back naturally while I am working and helps me maintain a comfortable sitting position throughout the day. I have used several office chairs over the years and this one offers a really nice balance between support and comfort.","2026-06-23","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/f436f172-e95c-4701-8af4-aa6abf43d285.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Bryce G.","Perfect for my setup. Comfortable, practical, and looks great.","2026-06-20","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/9ecd3fc5-a56f-4fb5-b4e6-4ef416ba3d77.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Evan F.","Another great chair from Sihoo. Everything arrived well protected and the chair feels high quality. It looks great in my home office and has been very comfortable so far.","2026-06-20","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/99d52432-fa64-4660-8e14-233a62720b8f.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Eliot B.","I ordered this chair specifically for my home office and have been very happy with it. The cushioned seat was one of the main reasons I chose this version. It has a nice balance of softness and support, especially when I am sitting for several hours. The mesh back also gives it plenty of airflow. Very comfortable overall.","2026-06-20","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/536a68be-c5bb-4dbd-9b3e-5935bc7df5cb.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Lily B.","Really solid and comfortable chair. Assembly was straightforward and I appreciated the extra hardware included in the box. The wheels roll smoothly on my floor and the whole chair feels stable. Five stars from me.","2026-06-19","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/2740dc91-b0f0-4aaf-aa86-aff748d186dc.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Maria B.","The lumbar support is the best part for me. It stays close to my lower back when I move instead of feeling like a fixed piece behind the chair. Combined with the padded seat, it makes long days at the computer much more comfortable. I would definitely recommend it for working from home.","2026-06-14","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/56080934-0c3f-40dc-a945-aa329ff055da.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/35c579a7-73be-4ebd-9f13-8fdd47e54629.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Brayden G.","This chair feels much more solid than I expected for the price. The frame is sturdy, the base feels stable, and everything fit together properly during assembly. I use it every day for work and the chair still feels great. The cushion gives me the softer sitting experience I prefer while the mesh back keeps the chair breathable.","2026-06-13","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/5d13e1ed-a8c8-4cc9-8ecd-b323c2f5f109.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/dcd3f71f-3d1f-4bf2-81e0-3074ffda4c47.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Vanessa R.","Delivery was faster than expected and everything arrived carefully packaged. Assembly instructions were clear and all the hardware was separated and labeled, which made the process very easy. The chair feels sturdy once assembled and the cushioned seat is really comfortable. My teenager uses it for homework and gaming and has been very happy with it.","2026-06-12","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/790bb09d-e494-4bfd-a5e3-a1dc68d66958.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Kevin R.","I have been using this chair for about a month and I am really happy with it. The seat height works perfectly with my desk and I can sit comfortably with my feet flat on the floor. Assembly was straightforward and everything arrived well packaged.","2026-06-12","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a9a53c22-9b64-499c-a999-4a79371bbd8a.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Kai W.","I have had the chair for about a month now and it has been great. I switched from an old gaming chair and immediately preferred the breathable mesh and ergonomic design. It feels much better suited for working at a desk all day.","2026-06-12","","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Maya M.","I use the B100-SE mainly for PC work and it has been excellent. The padded seat gives me plenty of support without feeling overly firm, and the mesh back stays comfortable throughout the day. I also like being able to lean back for a few minutes between tasks. Very good balance between comfort and support.","2026-06-12","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/114e328d-0a00-4fa9-a209-246ce40fd748.jpg","TRUE","",""
"sihoo-b100-ergonomic-office-chair","10362607862051","5","Brandon B.","This was my first time putting together an ergonomic chair and the instructions were easy to follow. Once assembled, the chair feels very solid and much more supportive than the basic office chair I had before. Great quality for the price.","2026-06-11","https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/0790bc0f-1021-4b25-ba5a-0c1db2479deb.jpg","TRUE","",""
