product_handle,product_id,rating,author,body,created_at,photo_url,verified_purchase,reply,replied_at,source_note
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,CC,"Excellent product , as described, comfortable ! Exactly what I was looking for .",2024-03-24,,TRUE,,,sihoo.com (US) Okendo review b58ba746-4fe2-4cd6-a7e9-7f748e8f7b06
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Leo,"Very comfortable, truly great, very nice gift.",2024-03-24,,TRUE,,,sihoo.com (US) Okendo review 30bb4bf6-8ca5-48a1-9169-f341a2a99eb1
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Bluelarksong,"The chair was originally $300 cheaper when I selected it (it was $499)!
I chose classic black, thinking the mesh material would be less likely to catch cat hair than my current chair ?C and I was right (we have 3 cats at home).
Assembly wasn't too difficult, just a few hiccups, and it only took 30 minutes.
While there's definitely a noticeable increase in comfort, it doesn't quite meet the total ergonomics I expected from an $800 chair.
There aren't enough customization options to justify the price, and considering the investment, it needs to last a few years. At $499, I would have given it 5 stars, but at $800, maybe only 4 or 3.
Overall, I'm undecided. It's not that the product isn't quality or comfortable, but at nearly $800, I expected more.
It's a purchase to ponder, and ultimately, it's up to you!",2024-03-27,,TRUE,,,sihoo.com (US) Okendo review 08f98040-b307-4648-ab99-459f680b2a62
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Betty,"I like the style of this gaming chair and the elastic lumbar support function, but its price is too expensive, at least twice as expensive as similar products. This gaming swivel chair is very heavy, and its comfort level is not ideal. It is recommended not to consider It If the weigh more than 160 pounds. However, because the seat has a mesh design, It does make me feel cool and breathable.",2024-03-27,,TRUE,,,sihoo.com (US) Okendo review 3b25a71c-2dd8-4b1c-b146-19cd56632cff
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Slava,I work from home for straight twelve hours and for last three years I have been looking for something which can help me with my back pain and also keep me comfortable and I ended up buying this chair which did not disappoint me. The first part was assembly which was a piece of cake for me although I am not a handy man type of person but I assembled it in less than twenty minutes by following the given instructions. It has high back which gives a perfect lumbar support and its material is breathable which keeps me comfortable. It has moveable armrests which I can adjust according to my needs. My son is 5 feet 2 inches and he also enjoys it as he can adjust the height of the chair while doing his work on computer.,2024-03-29,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/da6618a6-974f-4101-841a-56d658010411.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/a7f9e51d-9641-47ac-8bf0-ee1792915317.jpg",TRUE,,,sihoo.com (US) Okendo review fa66fa71-33e1-4846-a351-58c005d1c355
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Sviatoslav M.,Unbelievably good chair that is both easy to assemble and nice to sit in. Not does it look good but also it is very comfortable chair with lots of controls and it does not make you sweat while you are in it. Love it.,2024-03-31,,TRUE,,,sihoo.com (US) Okendo review dc4809ca-79c2-43da-9b7e-3f8225ac13b3
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,L. K.,"First off, this chair was delivered to us without the manual, which made assembly challenging. It's quite bulky and heavy. It appears sturdy. In terms of comfort, I like the lumbar support and the ability to adjust the seat depth. It's nice to be able to rest my head. The backrest is adjustable in height. However, the armrest pivots too easily, which is a bit disappointing. I was used to having an option to recline the chair, and unfortunately, that option is not available on this chair. Nonetheless, if you're looking for good support, it does its job well. I find it too expensive. At this price point, I would have preferred non-plastic wheels.",2024-04-06,,TRUE,,,sihoo.com (US) Okendo review 54cd51f8-b901-482e-bed9-cb21e875b271
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,D*****L,"What an amazing chair. I am a remote worker that is in my chair all day. So having all these adjustments was a must have for me to get that perfect fit. I do wish the seat was a little softer as the chair as a whole is on the firmer side. So I had to add a pad to the seat for it to be comfortable for me. Assembly was quick and painless and comes with everything you need to get it together. Super adjustable and ergonomic design this chair is amazing. Besides the firm seat this is one of the best chairs I have had from durability, adjustability, and comfort.",2024-04-07,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/6cd23f40-9d56-4ad4-91c4-8ebaf4527139.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/95d4e60b-d852-4a32-a380-10c9644e8559.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/8a3e9b86-78cb-490a-93f8-9bd21a02afb8.jpg",TRUE,,,sihoo.com (US) Okendo review 9474f3b1-cdb5-4f3d-979c-0afbd1b99a95
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,T. W.,"Update since my review after more use of the product and giving a much better score. From my usage of the chair, I noticed that the chair would correct your sitting posture and made you sit up properly with the chair seat and align with the dual lumber. I had been using the chair, and the back pain improved noticeably within a week. I will add 1 more star to the review based on thisAnother thing is that my chair had issue with armrest (the screw hole not align), and Sihoo reached out to help out. I was surprised about it since they are proactively helping their customer. I gave my feedback on the chair and they took corrective action on it. This is a much better customer experience than I expected. I did not expect Sihoo would reached out and wanted to solve the problem. A post purchase experience is great, especially willing to help and correct the armrest issue. This is another star being added.Over 98% reviews are from vine free product and not trust worthy. The back support is great. The dual lumber is excellent design and others should follow.Minor complains from others but not real issue in my opinion.No headrest. It's not a real issue for me.A lot of people complained about arm rest moving too easily. It's not really an issue and maybe annoying at times.The one complain for me is the waterfall seat design . The angle was too steep and forced your body to lean forward. It's not very comfortable and made the seat area smaller than it should. However, it enforces you to sit up properlyBack support is excellent and I wish gen 2 will fix the water fall seat design and it will be great.",2024-04-10,,TRUE,,,sihoo.com (US) Okendo review 37fef4c9-1110-46bb-a705-c39be1624432
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,A1,"Nice chair, material is alittle rough but the chair is very comfortable and seems well made.",2024-04-11,,TRUE,,,sihoo.com (US) Okendo review 50910a0d-b908-4867-8d3a-0a31a64492c3
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,A Discerning I.,"This chair is ergonomic and, with my seat cushion, quite comfortable. The arms flip up making it easy to get in and out (especially if you have a small office space like me). It boasts support all over from the hips up. It's quite adjustable to; headrest, lumbar and height. This chair could have me sitting for hours.",2024-04-12,,TRUE,,,sihoo.com (US) Okendo review 551d366f-4968-47f7-8766-eed39fe9b105
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Clochette,"I work from home two days out of the week and three days out of the office. I needed a new chair at work so was able to get this beautiful and comfortable chair. First of all , this chair was easy to assemble. It has so many great features. The back can adjust to height. The seat moves forward if needed. You can also adjust the seat up and down for a more comfortable position.",2024-04-29,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/8dd2e32e-5a33-49bf-8222-a6d09b4157c1.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/fb1ee3aa-f527-4992-a8a6-6021a76e4a3e.jpg",TRUE,,,sihoo.com (US) Okendo review 1907c2ab-74cf-4c41-9037-262e356590ce
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Baz,I am very impressed with the ergonomic design and elegant style it brings to my home. This is one of the those products that I can write a book on it but I like to keep this review short and concise. It is fully adjustable from seat height to seat depth according to your taste and physics.,2024-04-29,"https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/e9e3b0c1-814e-44d9-af46-a776902cdcd5.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/e6037476-d04e-4e45-b82a-0541fcdf5d96.jpg,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/8a8c55d5-6520-44d4-9515-1f120c853c07.jpg",TRUE,,,sihoo.com (US) Okendo review c18fdb7b-d6e1-472d-ab6b-97121df258b9
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Henry,The SIHOO Ergonomic Office Chair is a standout choice for home office setups. Its dual dynamic lumbar support system ensures optimal back comfort by adapting to my movements.,2024-05-08,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/0a9c30b7-0ec2-44f4-aa44-112b303fcd6e.jpg,TRUE,,,sihoo.com (US) Okendo review 2d656013-7f8c-4172-b549-1a4d825f7d75
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Amir,"First off the customer service is very helpful. The chair arrived late, so they gave me a kind gesture due to this which was very kind of Sihooo.I have seen reviews where people are saying they are slipping off the base of the chair, I have not experienced this myself, unless the mateiral has changed since then, but I have no feeling of sliding off the base.The depth of the base I agree could have been deeper, even with the base fully extended forwards I do feel like there could be some more depth, I am 5ft10.5.The armrests are great in terms of adjustment, however I do feel like when reclining although its nice to see the arm rests follow the reclining of the chair, it would be better to have them fixed as sometimes I do like to work in a reclined position.The back supports that have springs are AMAZING... I honestly thought this was a bit of a gimmick when seeing other chairs adopting the same support system, but it is very very supportive, we have Herman Miller Aeron chairs too and they do not have the same level of lumbar support this chair has.The adjustable upper back is brilliant too.The build quality is phenomenal, most pieces are metal, which is nice or they have been given an outer metal skin, but overall the quality is great.The mechanism to have the chair go up and down is a bit of a reach though and often I end up pressing the seat base extension lever.Also, not so clear in the description, but this chair can be reclined and locked at about 2 certain angles, so that is very helpful.There is also no tensioner beneath the base of the seat, having this could be beneficial, but at this price range and other features and quality you are getting it is understandable that is was left out.If i had the budget or if Sihoo did there more expensive office chairs in the 350-450 range I would go for that hoping it would have even more features to make it more comfortable.Who knows Sihoo may be very kind and send me one to review :D",2024-06-11,,TRUE,,,sihoo.com (US) Okendo review fc3c67fa-dad4-45ff-affe-00de7f6c6145
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Eamen L.,"The Sihoo ergonomic chair is definitely a great choice if you're looking for a chair that's suitable for both office work and long hours of gaming. This chair is designed specifically for prolonged sitting, offering excellent lumbar support to ensure proper posture and reduce pressure on your lower back. Additionally, its 3D adjustable armrests can be flexibly adjusted to meet individual needs, providing ultimate comfort whether you're working or playing. Highly recommended for friends who need to sit for extended periods at the office or home, this chair can bring you an unprecedented level of comfort.Excellent Lumbar Support: Designed for prolonged sitting, this chair provides outstanding lumbar support to help alleviate lower back pressure and maintain proper posture, preventing issues associated with long-term sitting.3D Armrests: The armrests can be adjusted in multiple directions (up and down, forward and backward and rotating) to meet different sitting postures and usage needs, offering maximum comfort for both work and gaming.Suitable for Long-term Use: Whether you're working long hours in the office or gaming at home, this chair provides an extreme level of comfort.Adjustable Height: In addition to the adjustable armrests, this chair typically features adjustable height, allowing you to set it according to your height and desk level to ensure a comfortable sitting position.Breathable Material: Many ergonomic chairs use breathable mesh fabric, ensuring you stay cool even when sitting for long periods, enhancing overall comfort.Overall, the Sihoo ergonomic chair combines ergonomic design and multifunctional adjustments, making it a highly recommended office and gaming chair. If you need a chair that provides excellent support and comfort, this chair is definitely worth considering.",2024-06-16,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/3c5a4d45-682d-4ea8-af52-6a14c39b5df5.jpg,TRUE,,,sihoo.com (US) Okendo review d5aed2fc-6023-4fe4-9021-1d749b96696c
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Barry F.,Chair was not what I thought it would be but customer service was great and handled our issues.,2024-07-01,,TRUE,,,sihoo.com (US) Okendo review a744d496-43ab-4304-aab7-e189893ad465
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Andrija,"I have ti say that this is the most comfortable chair that i have ever used. Im very very fascinated and i would recommend this model to anyone who needs an office chair and sits for long periods of time. The quality is also amazing and everything is made out of metal or hard plastic, so the chair wont break easily. What im also amazed by is the comfort of the hand rests, its made out of some hard sponge material but also very comfortable to lay your arms on. Overall amazing product!",2024-07-05,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/e6a02c77-eacd-4e2f-af6b-65ac763111b9.jpg,TRUE,,,sihoo.com (US) Okendo review d5212fce-6f8e-4921-aeeb-eb6a876326db
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Zie,Chair works well and the company is awesome. Great experience from both. Thank you! ??,2024-07-09,,TRUE,,,sihoo.com (US) Okendo review 3bac008b-c36a-4db2-b94b-debfa62c46d2
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Amazon C.,I'm using it for home-office and so far it has been a comfortable chair,2024-07-13,,TRUE,,,sihoo.com (US) Okendo review ec4860ba-f82f-479d-9bc4-ed0dbe1d01a4
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Mr&Mrs L.,"I had some issues with installation, but customer service immediately sent videos with instructions. They followed up the same day to ensure my issue was resolved. Chair is very comfortable with great lumbar support. Great value for the cost. Highly recommend it.",2024-07-14,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/61a612f6-46df-4f46-b0db-c358c82ea752.jpg,TRUE,,,sihoo.com (US) Okendo review 629d6cda-2b04-431a-abc7-42c0686c8333
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Clayton A.,For context I am 6'1 147 lbs and have had trouble finding chairs that give me proper back support as I am working at home most of the time. The dual cushion back support seems a little gimmicky but it wrap around my lumbar pretty nicely. Bugles recommend if you are on the fence.,2024-07-20,,TRUE,,,sihoo.com (US) Okendo review be779758-3d1f-425a-a220-4c6b6b16b407
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Fei S.,"It is very comfortable and adjustable, good for work from home ,install is very easy with detailed instructions.",2024-07-25,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/5f85db45-5625-41ab-bbe7-c0a40d1a97a0.jpg,TRUE,,,sihoo.com (US) Okendo review 6a778f83-550e-45a6-ae0e-67d6bab4cc70
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Amazon C.,"Overall, the chair is particularly good. The exception to this is the following: the chair back does not stay up high where I want it but slides down; instead of 3 positions for the chair, it really needs 4 positions; and, the arm rests easily slide around when I have my elbows on them (it can be irritating at times).",2024-07-30,,TRUE,,,sihoo.com (US) Okendo review 92de8a92-4461-4a7a-a754-f2f1a6c57eba
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Amazon Shopper 7.,"I bought this chair for my home office. The chair is very comfortable with adjustable height, seat depth and arm rests. This is the most comfortable chair I ever owned. In addition, it looks great. I wish I bought it sooner.",2024-08-02,,TRUE,,,sihoo.com (US) Okendo review 8e885779-a4b2-40f6-80d4-6a46576481dc
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Kevin O.,I had low expectations at first but damn this chair is actually better than I thought.,2024-08-11,,TRUE,,,sihoo.com (US) Okendo review 383083a0-1768-4d59-aed7-97ea8fbfaa71
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Ernest,"The installation process is straightforward, and the cushion and back materials are well done. The armrest and back are restored to position when you set it up to the max height, so you need some time to get used to changing the height appropriately. I found it a pretty exciting solution. The length of the armrest is pretty good, and my elbows feel great now :-)Overall, it's a good chair, and I'm glad that I bought it at a discount and paid 500$The cushion sliding has been fixed by removing some patches attached to the hand (see 3\\4 photo). Now it is working correctly and is better than I expected.",2024-10-04,,TRUE,,,sihoo.com (US) Okendo review ae09a292-c3c0-458b-9ae5-4c5609590234
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Amazon C.,"Well, Herman Miller costs you 2k +, and of course that is better than this chair. But if you only want to pay around 500, this is the best compared to other options on Amazon. Most importantly, customer service is there for you. They did reply to my email and shipped the spare part. Thank you Cindy for addressing my concerns and shipping out the spare parts so fast. I mean not every Amazon seller ships replacement parts by DHL and they arrive in less than one week. Anyway, you pay what you get, and I am happy with it.",2024-10-06,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/80b5ae7b-46b8-4204-952b-51f4321b98e8.jpg,TRUE,,,sihoo.com (US) Okendo review 7911700d-17cc-4730-a4b4-5f2c18d0bae1
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,tj,"The chair is excellent and functions as advertised. It took me some time to adjust to the lumbar support, but it ultimately helped me maintain proper posture and work for long hours at my desk.",2024-10-24,,TRUE,,,sihoo.com (US) Okendo review 90f42dd5-46d9-40ff-95fe-5e56a2fbb7ef
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Daniel,"Confy, easy to assemble,  looks great, nice adjustment, perfect back support,  good quality",2024-11-02,,TRUE,,,sihoo.com (US) Okendo review cfd40a12-218a-4b70-a0e3-cb7cbfe5b7fd
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,Joe,"I bought this from the Sihoo website. I really like the lumbar support versus the traditional pillow like setup most chairs have. One thing that was odd at this price point is that there was no seat tilt option (just a slide option). My only complaint is that I have a long-ish spine and the arm rests do not quite come up enough to support my elbows, which puts strain on my shoulders. Some minor tweaks to the chair fix it, but I think more functionality (7-8 settings vs 6) on the armrest would really sell it.",2024-11-04,,TRUE,,,sihoo.com (US) Okendo review 2763a986-09fc-4114-aec5-b67e47f74682
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Madeeha,"It may be a desk chair but it works wonders for gamers as well. My boyfriend needed a new chair so we tried this out with little hope, however, once he sat in it (after putting it together quickly) he loved it. I think his favorite part is when he leans back and can lock it into the position so if he gets up its still in it.  I think its super swanky the arms move in several directions",2024-11-05,,TRUE,,,sihoo.com (US) Okendo review 46fa1cb8-175c-43f8-a620-334356d0d5e6
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Sambhu Prasad N.,"I had bought one SIHOO Doro S100 Ergonomic chair - The built quality is very good, comfort is to level of any high end chairs in the market, modern design. I liked every bit of the chair.",2024-11-05,,TRUE,,,sihoo.com (US) Okendo review 7a2a87de-332b-4efa-be3a-0bc3d1c102b8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Tony R.,".Very nice quality in the construction and materials. The chair is comfortable for my stature.The 4D arms claim is interesting, but by George, it works. Fixed arms can be annoying. The flip up arms on models are great - but this is quite an improvement.Just like adjusting the height and other aspects, the arms can be positioned for comfort. That feature adds a lot of value for me over the great overall quality.",2024-11-07,,TRUE,,,sihoo.com (US) Okendo review f7003b54-9cfa-4aae-ad7d-5a48e270ccda
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,FraggleRock,"Putting it together was pretty easy.  Came with one broke part, which was the lever that lets you slide the seat back and forth.  superglue fixed it.  Anyway it's pretty comfy, and I like the style.  Looks cool too.  I'd say this however, the seat just seams a bit small for what it's trying to do.  Needs more length and maybe an inch more width.  You notice it when you lean back and you feel the back of the seat.  It's not that noticeable though.  Other than that, it's a nice chair.  Perhaps a bit overpriced.",2024-11-10,,TRUE,,,sihoo.com (US) Okendo review 321729e9-975f-4fde-a0ca-5e7f8f90a93f
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,scale m.,"First the chair and box weigh almost 50 pounds! This is your first indication to the high quality you will find inside the box.Quality abounds. Not only is the chair and base very safely packed, all of the parts are wrapped to protect them and you also get all of the nuts, bolts and washers needed to assemble. As a bonus you will also receive a nice hex nut driver to install the bolts.The chair was very easy to assemble, but you will find it easier if you have a helper, due to the weight.Most important is that the chair is really comfortable! It is also very adjustable, in case multiple people use the chair, they can customize the sitting, lumbar and arms to their liking.Great product, highly recommended.",2024-11-12,,TRUE,,,sihoo.com (US) Okendo review 3633fe49-e601-4d7b-9ff4-7e59e3fc43ef
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,SFC,This is a pretty comfortable mesh style office chair. Solid metal base with smooth rolling caster. Simple assemble with clear instructions.,2024-11-21,,TRUE,,,sihoo.com (US) Okendo review 7c2e5fe0-84d4-4a9d-8399-b0bfbd82d1d6
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,JAWs,"This is a very heavy duty chair, just in the weight alone, you can feel the quality build. The chair is very easy to assemble, and give you pictures and instructions to go along with it. One minor point is the 5 mm T handle started slipping in the handle itself for tightening the bolts, and so I ended up using a separate Allen wrench to finish the assembly. Not that big a deal over all, just something to be aware of.As far as the chair itself, it has recline mode, height adjust mode, seat adjust in and out mode, arm height adjust modes, arms in and out mode, chair back up/down adjust mode, pivot mode, and rolling mode and everything seems like very good build quality. The arms are attached to really strong support structures. And the price at the time was a good price point too.The open mesh design is comfortable, and I am 6' 1 tall, and I like the high back setting. Impressive.",2024-11-24,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/1d1bd50d-cb44-46d7-ad00-1ca3bdcb3b7a.jpg,TRUE,,,sihoo.com (US) Okendo review 2cbde391-f1be-428b-b1b4-fab24b7071a8
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,The H.,"Firstly, This is a heavy chair. This weight contributes to the solid feel you get when sitting and rolling in it.The mesh remains tight after use, which continues to provide comfort and alittle spring to your adjustments.The chrome legs give it a more refined look over simple plastic black.The arm adjustments are becoming a standard feature, but I still am relieved to see them on new chairs.*5 stars!",2024-11-26,,TRUE,,,sihoo.com (US) Okendo review 780e7617-f68f-4c8d-a5a8-cf836bc0e890
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,William K. S.,So this chair arrived a couple of days ago and i've been using it in my home office for 9+ hours a day the past few days.If you read nothing else know that it's very comfortable and adjustable.Assembly:So the included instructions are very lacking so plan on using the online assembly instructions. That said everything was packaged well  and unwrapped easily. i used the box it came in as a stand to help assemble it and got no surprise issues. The only issue i had was figuring out which direction to attach the baseplate as neither the video or instruction specify. i did have to redo that once. I love the T-handle tool they provide for screws it makes the assembly simple.  Everything went together quickly and cleanly and it took about 1 hour to finish.Comfort:I'm 6'2 and 240lbs. The chair supports my shoulders easily though not my head. The lumbar support is really quite good. As a person with a bad back i'm impressed. I was able to though out the back support pillow i used in my old office chair. The armrest are very adjustable and after a bit of fiddling i found the perfect setup for my desk and really like this chair. The mesh back is cool and flexible. 5 Stars for comfort even for long period of sitting.,2024-11-26,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/841f8971-31d2-4284-82a5-f928daa75c59.jpg,TRUE,,,sihoo.com (US) Okendo review 8ed0defc-5846-4ac2-b20c-7c0d87d0dba0
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Kindle C.,"I have reviewed many chairs. This one is a standout. At forty-six pounds it is one of the heaviest that I have encountered. The design definitely sets it apart from the run of the mill chair. I love the spring mounted, two part lumbar support. Few chairs offer forward and back adjustment of the seat. It does not have a headrest, but I did not miss a headrest as I put my feet on my desk and leaned back for a nap thinking that I might need a pillow, but the upper part of the chair held my head comfortably enough. I love this chair.",2024-11-26,,TRUE,,,sihoo.com (US) Okendo review fe7bd2c5-60fa-4e94-8db0-ad905bb16ef6
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,L,"The Sihoo Doro S100 is a must have at the price of $200 if you're looking for a new chair, and have back, leg & butt pain from your old chair. The design is similar to the brand name model that has been on the market for 10+ years, my dad has that chair, so I can easily compare the two. This costs 1/5th of that chair though, which is pretty amazing you can get something similar now for a fraction of the price. The two are not completely the same though.The one main feature that sets it apart from the competitors is the lumbar support. It's pretty unique as it has one support for each side that moves with your movement. I often have to shift to the left or right, and it feels pretty nice, keeping that support while doing so.The arm rests move forward, up and down, and to the sides. The armrest movements are very similar to my other chair, which everyone and their grandma has, but that chair actually locks those positions in place, which this does not. So it can easily slide back to a position you didn't want it in.Installation took longer than expected which was about 1 hour by myself. I got hung up on the part that slides into the bottom of the seat, as the instructions were not the clearest.When it comes to the final part it wants you to put the seat into the hydraulic wheels, but that felt nearly impossible to do. The seat once assembled is pretty heavy, and you cant see the hole. So what I did was put the seat upside down again, I used my bed and a box for the right height, then I held the wheel cap in place turned that upside down and put it in that way. Flipping it right side up adds extra weight now with the wheels, only reason I see they didn't want you to do it that way. This would be hard to assemble if you're a single female I am sure.The arm rest assembling is a bit odd too, you have to put the screw in from the bottom, while holding the arm rest in one hand, and a tool with the screw in the other.The main negative I have with the chair, is the two supports from your lumbar you can feel the hard plastic sometimes on your spine, which doesn't feel that good, its only in certain spots, when you slouch and are not sitting up right. You also feel this plastic base from the back rest itself when its fully extended(which happens when you turn it upside down to assemble it), thankfully you don't feel this if you drop the back rest all the way down, which I didn't think was possible, but the way the mechanism works for both the back rest and the arm rest extension, is you extend it to the max height then it will drop down.Overall I think this chair is a steal for this price, the pros outweigh the slight negatives.",2024-11-27,,TRUE,,,sihoo.com (US) Okendo review 67ccf7d1-ed60-4c25-82e0-3e44a80ce698
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Brentochan,Heavy (in a good way) and very well-built. The chrome base provides a little pop to the look if you're into that. Assembly is straightforward and simple.Lots of adjustments so finding a comfortable posture is pretty much assured. Rolls well and generally feels very solid.,2024-12-04,,TRUE,,,sihoo.com (US) Okendo review dfe4a89c-2a40-4260-9815-fd6e87738aad
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Ron,"This chair is fantastic. Easy to assemble and built durable and sturdy. Has some good adjustable functions and is the most comfortable office/gaming chair I've owned. Back support is a huge plus!  Great chair to invest in your office, gaming room, or wherever you like.",2024-12-11,,TRUE,,,sihoo.com (US) Okendo review ec93a685-47e3-478b-a685-375328151c78
sihoo-doro-s100-ergonomic-office-chair,10184342208803,4,shy,"The pillow and lumbar support will automatically adjust with the body posture, so you won't get tired after sitting for a long time. The seat cushion can be adjusted in height with one switch. Because the lumbar support is a kind of embracing feeling, the lumbar support will automatically support the body as it moves left and right. The backrest and pillow are designed as one piece, which makes it very comfortable to lie down. The mesh design is not afraid of heat in summer, but I am worried that the mesh will lose its original elasticity after long-term use. Be careful when cleaning it, otherwise it will get stuck.Installation is not simple, a bit time-consuming, and the casters are not smooth enough.",2024-12-11,,TRUE,,,sihoo.com (US) Okendo review 94cf6629-032c-4556-8103-76a696eecf38
sihoo-doro-s100-ergonomic-office-chair,10184342208803,5,Michael H.,"I have always liked the look of the plush leather chairs. That is until I sat in this one. I now use it everyday as my main office chair. I do not care it looks a bit meh. Its comfortable and my back, neck, hips, and shoulders love it!! It took a bit of assembly but nothing outrageous. Its heavy but moves well on its wheels. My advice, find one of these try it out, and then pull the trigger never looking back at the classic executive chair. Comfort is King here!",2024-12-16,,TRUE,,,sihoo.com (US) Okendo review 032558ca-1850-4f07-8d3b-04c8a6a0c11a
